old_tag,old_tag_object_sha,old_commit_sha,date,commit_subject,docs_only,proposed_corrected_tag,rationale
v0.42.0,2513bd6ffe36efceeb6a95c003a0a4350633f636,2513bd6ffe36efceeb6a95c003a0a4350633f636,2026-06-04T20:01:23-07:00,feat: add safe context proposal contracts,no,v0.42.0,Existing pre-1.0 SemVer tag preserved.
v0.43.0,5aaab4d05674aa89fef4c71717df5730a8201ce2,5aaab4d05674aa89fef4c71717df5730a8201ce2,2026-06-04T21:05:22-07:00,feat: add context proposal control center surface,no,v0.43.0,Existing pre-1.0 SemVer tag preserved.
v0.44.0,ef68e891b34baa38b1c1e61a9be371e2764dcb8d,ef68e891b34baa38b1c1e61a9be371e2764dcb8d,2026-06-04T21:54:50-07:00,feat: add context handoff approval contracts,no,v0.44.0,Existing pre-1.0 SemVer tag preserved.
v0.45.0,c372748101f1c02359e8e3a96efa2f413f2da116,c372748101f1c02359e8e3a96efa2f413f2da116,2026-06-04T22:20:30-07:00,docs: freeze local prototype safety,no,v0.45.0,Existing pre-1.0 SemVer tag preserved.
v0.46.0,95513176d051aeeb23d38e33f88f192b4768fab0,95513176d051aeeb23d38e33f88f192b4768fab0,2026-06-05T08:55:57-07:00,feat: refresh mobile companion product contract,no,v0.46.0,Existing pre-1.0 SemVer tag preserved.
v0.47.0,bf6ad7a6f4054c859a99fa04ab235c13f9ecc4e5,bf6ad7a6f4054c859a99fa04ab235c13f9ecc4e5,2026-06-05T09:39:07-07:00,feat: add read-only mobile api boundary contracts,no,v0.47.0,Existing pre-1.0 SemVer tag preserved.
v0.48.0,cde87cefa05ac35cb5bb4a1daf42148b1d68186a,cde87cefa05ac35cb5bb4a1daf42148b1d68186a,2026-06-05T10:31:49-07:00,feat: add no-authority ccc ios skeleton,no,v0.48.0,Existing pre-1.0 SemVer tag preserved.
v0.48.1,d0bb08d6f1a5e037ddfef9cfc397d56f791f557d,d0bb08d6f1a5e037ddfef9cfc397d56f791f557d,2026-06-05T10:42:44-07:00,fix: harden ccc ios skeleton verifier,no,v0.48.1,Existing pre-1.0 SemVer tag preserved.
v0.49.0,f59651abfa91f1be9814af993ec761363e77a40e,f59651abfa91f1be9814af993ec761363e77a40e,2026-06-05T11:17:11-07:00,feat: add ccc ios local read-only connection contracts,no,v0.49.0,Existing pre-1.0 SemVer tag preserved.
v0.50.0,c974875fdbb4a771ba6d280f4b90c6044d3b6160,c974875fdbb4a771ba6d280f4b90c6044d3b6160,2026-06-05T11:52:05-07:00,feat: add ios review receipt read-only surfaces,no,v0.50.0,Existing pre-1.0 SemVer tag preserved.
v0.51.0,50a3100b7e3546963625969c0b01c1391d03fa6f,50a3100b7e3546963625969c0b01c1391d03fa6f,2026-06-05T12:26:15-07:00,feat: add internal TestFlight pipeline contract,no,v0.51.0,Existing pre-1.0 SemVer tag preserved.
v0.52.0,8040767809759658efbfd70cce66c0679cbc28da,8040767809759658efbfd70cce66c0679cbc28da,2026-06-05T13:03:01-07:00,feat: add first internal testflight build candidate,no,v0.52.0,Existing pre-1.0 SemVer tag preserved.
v0.53.0,524dc2f1121964c6dd0f7dba5743f1e271ac9a57,524dc2f1121964c6dd0f7dba5743f1e271ac9a57,2026-06-05T13:38:43-07:00,feat: add mobile review approval capture,no,v0.53.0,Existing pre-1.0 SemVer tag preserved.
v0.54.0,f3bb4859241eb88432a21ceae4393417c328df0a,f3bb4859241eb88432a21ceae4393417c328df0a,2026-06-05T14:13:14-07:00,fix: harden mobile approval audit safety,no,v0.54.0,Existing pre-1.0 SemVer tag preserved.
v0.55.0,452cfda1c06999b0bc9297524e1420ae5c76be62,452cfda1c06999b0bc9297524e1420ae5c76be62,2026-06-05T14:53:58-07:00,feat: add OpenWebUI bridge adapter pilot,no,v0.55.0,Existing pre-1.0 SemVer tag preserved.
v0.56.0,e2243bc52bf276a2539b549c07fa84cf48c2b951,e2243bc52bf276a2539b549c07fa84cf48c2b951,2026-06-05T15:43:00-07:00,feat: add OpenWebUI safe conversation surface,no,v0.56.0,Existing pre-1.0 SemVer tag preserved.
v0.57.0,e14bf173adb15a642aa85ff68c55318866d95694,e14bf173adb15a642aa85ff68c55318866d95694,2026-06-05T16:17:19-07:00,feat: add controlled tool expansion review,no,v0.57.0,Existing pre-1.0 SemVer tag preserved.
v0.58.0,b0cfbfc393cc8b7aef4f73a51b1e14942c4e612b,b0cfbfc393cc8b7aef4f73a51b1e14942c4e612b,2026-06-05T16:49:30-07:00,feat: add safe media metadata inspector,no,v0.58.0,Existing pre-1.0 SemVer tag preserved.
v0.59.0,de909c3dfe9673f74afd4e8ba51a054fb6a492dd,de909c3dfe9673f74afd4e8ba51a054fb6a492dd,2026-06-05T17:31:24-07:00,feat: add redacted observability export,no,v0.59.0,Existing pre-1.0 SemVer tag preserved.
v0.60.0,7c2286da36a09088a2fbac7f49db79212c119a93,7c2286da36a09088a2fbac7f49db79212c119a93,2026-06-05T18:08:40-07:00,feat: add agent eval regression harness,no,v0.60.0,Existing pre-1.0 SemVer tag preserved.
v0.61.0,a9af184baff2370d908f1e4fa3d6d4b0b4c4d03f,a9af184baff2370d908f1e4fa3d6d4b0b4c4d03f,2026-06-05T18:37:29-07:00,feat: add runtime sandbox architecture review,no,v0.61.0,Existing pre-1.0 SemVer tag preserved.
v0.62.0,a7962d014877e40f5c12cdab6f7760e1568912b5,a7962d014877e40f5c12cdab6f7760e1568912b5,2026-06-05T19:19:45-07:00,feat: add dry-run execution audit harness,no,v0.62.0,Existing pre-1.0 SemVer tag preserved.
v0.63.0,75a34b95e84da82e0a43a3f8d421b4ddddf2f299,75a34b95e84da82e0a43a3f8d421b4ddddf2f299,2026-06-05T19:58:21-07:00,feat: add public GitHub readiness review,no,v0.63.0,Existing pre-1.0 SemVer tag preserved.
v0.64.0,7e8ba1669313b88ab469e76685318b733295ca7c,7e8ba1669313b88ab469e76685318b733295ca7c,2026-06-05T20:40:03-07:00,chore: freeze local developer beta,no,v0.64.0,Existing pre-1.0 SemVer tag preserved.
v0.64.1,1ac75c4fcf8a3f1eb21b7a3292f84c76036b339e,1ac75c4fcf8a3f1eb21b7a3292f84c76036b339e,2026-06-05T21:36:40-07:00,fix: harden post-M60 release safety,no,v0.64.1,Existing pre-1.0 SemVer tag preserved.
v0.65.0,87cd7f6013904a4ea9e5622e1b64f83edd8d0cc5,87cd7f6013904a4ea9e5622e1b64f83edd8d0cc5,2026-06-05T22:11:16-07:00,feat: add autonomy mode charter,no,v0.65.0,Existing pre-1.0 SemVer tag preserved.
v0.66.0,e22c29e624720ce2e31bd6aa5c0c425fb4fac096,e22c29e624720ce2e31bd6aa5c0c425fb4fac096,2026-06-05T22:40:53-07:00,feat: add scoped autonomy session contracts,no,v0.66.0,Existing pre-1.0 SemVer tag preserved.
v0.67.0,3e92905f4156d81039d883a07b2ad737d2d10f62,3e92905f4156d81039d883a07b2ad737d2d10f62,2026-06-05T23:26:26-07:00,feat: add autonomy policy engine contracts,no,v0.67.0,Existing pre-1.0 SemVer tag preserved.
v0.68.0,9dfba13dfdc2b1c5723fd0eb68ca544b9a76d6ee,9dfba13dfdc2b1c5723fd0eb68ca544b9a76d6ee,2026-06-06T00:10:36-07:00,feat: add autonomous plan simulator contracts,no,v0.68.0,Existing pre-1.0 SemVer tag preserved.
v0.69.0,e220e02c5bb22edf7b066965dcb47bf8594a4df2,e220e02c5bb22edf7b066965dcb47bf8594a4df2,2026-06-06T00:42:46-07:00,feat: add autonomy audit replay viewer contracts,no,v0.69.0,Existing pre-1.0 SemVer tag preserved.
v0.70.0,f93fcf9734024098cfecd3ff23e82879485667dd,f93fcf9734024098cfecd3ff23e82879485667dd,2026-06-06T01:22:55-07:00,feat: add scoped approval bundle contracts,no,v0.70.0,Existing pre-1.0 SemVer tag preserved.
v0.71.0,85f08e92992e7e95a3840b8ce5da514cafa4175c,85f08e92992e7e95a3840b8ce5da514cafa4175c,2026-06-06T01:55:57-07:00,feat: add revocation kill switch contracts,no,v0.71.0,Existing pre-1.0 SemVer tag preserved.
v0.72.0,8a6b099979d86753bcae7bfb0bea73416d7d9953,8a6b099979d86753bcae7bfb0bea73416d7d9953,2026-06-06T02:41:11-07:00,feat: add autonomy risk classifier contracts,no,v0.72.0,Existing pre-1.0 SemVer tag preserved.
v0.73.0,0dd2abb295ed7ed4f486fe18772540e352242fc5,0dd2abb295ed7ed4f486fe18772540e352242fc5,2026-06-06T03:25:22-07:00,feat: add low-risk autonomous dry-run contracts,no,v0.73.0,Existing pre-1.0 SemVer tag preserved.
v0.74.0,c2702c4d0a7c744367d0e863294c490b3fe83dcc,c2702c4d0a7c744367d0e863294c490b3fe83dcc,2026-06-06T03:56:53-07:00,feat: add autonomy foundation freeze contracts,no,v0.74.0,Existing pre-1.0 SemVer tag preserved.
v0.75.0,e8fbbd7f3b18cd22fb7f68df91b71ec854a046b9,e8fbbd7f3b18cd22fb7f68df91b71ec854a046b9,2026-06-06T04:35:30-07:00,feat: add network tool contract review,no,v0.75.0,Existing pre-1.0 SemVer tag preserved.
v0.76.0,bb1a10929f93f338f06deba1869a37204601a253,bb1a10929f93f338f06deba1869a37204601a253,2026-06-06T05:30:04-07:00,feat: add allowlisted read-only http fetch,no,v0.76.0,Existing pre-1.0 SemVer tag preserved.
v0.77.0,c8d9428301e8d1994165e05ae64381e36f745cb5,c8d9428301e8d1994165e05ae64381e36f745cb5,2026-06-06T06:09:40-07:00,feat: add browser automation contract review,no,v0.77.0,Existing pre-1.0 SemVer tag preserved.
v0.78.0,ffe7a8c42d870f24db297e7cf5fb52189a2d4649,ffe7a8c42d870f24db297e7cf5fb52189a2d4649,2026-06-06T06:54:15-07:00,feat: add browser observe-only adapter,no,v0.78.0,Existing pre-1.0 SemVer tag preserved.
v0.79.0,5ace8b63e791dd9ce7ad07bf4ba3d6f83e2f6d98,5ace8b63e791dd9ce7ad07bf4ba3d6f83e2f6d98,2026-06-06T07:26:42-07:00,feat: add browser action dry-run planner,no,v0.79.0,Existing pre-1.0 SemVer tag preserved.
v0.80.0,cedafe662cd85f79d5bb77796caed8158cf2c438,cedafe662cd85f79d5bb77796caed8158cf2c438,2026-06-06T08:19:47-07:00,feat: add openwebui runtime bridge,no,v0.80.0,Existing pre-1.0 SemVer tag preserved.
v0.81.0,c1c3f0ca4f49712cf3e895b7fe643f9619be8d76,c1c3f0ca4f49712cf3e895b7fe643f9619be8d76,2026-06-06T09:05:36-07:00,feat: add openwebui safe handoff,no,v0.81.0,Existing pre-1.0 SemVer tag preserved.
v0.82.0,f0e513537079725cbbad846b91bea0bd307ff75c,f0e513537079725cbbad846b91bea0bd307ff75c,2026-06-06T09:50:37-07:00,feat: add plugin manifest security model,no,v0.82.0,Existing pre-1.0 SemVer tag preserved.
v0.83.0,87effaabf91d60c185cd56834e370ecda7ec8aa0,87effaabf91d60c185cd56834e370ecda7ec8aa0,2026-06-06T10:33:30-07:00,feat: add plugin install review contracts,no,v0.83.0,Existing pre-1.0 SemVer tag preserved.
v0.84.0,cbd1a0fa1755bb50626cd87a494486ba4c27fe96,cbd1a0fa1755bb50626cd87a494486ba4c27fe96,2026-06-06T11:24:37-07:00,feat: add network browser openwebui hardening freeze,no,v0.84.0,Existing pre-1.0 SemVer tag preserved.
v0.84.1,2b9e3f4e021c6da185a67bb9fd7a164864eaf23a,2b9e3f4e021c6da185a67bb9fd7a164864eaf23a,2026-06-06T11:39:09-07:00,fix: repair m80 currentness wording,no,v0.84.1,Existing pre-1.0 SemVer tag preserved.
v0.85.0,7701b692fdb79939f3786d8e291bc3ce5be779e0,7701b692fdb79939f3786d8e291bc3ce5be779e0,2026-06-06T12:33:24-07:00,feat: add runtime sandbox spec,no,v0.85.0,Existing pre-1.0 SemVer tag preserved.
v0.86.0,5d21ca63bca13ef1f6c0adb37062adccf2e5b78a,5d21ca63bca13ef1f6c0adb37062adccf2e5b78a,2026-06-06T13:20:35-07:00,feat: add command proposal contracts,no,v0.86.0,Existing pre-1.0 SemVer tag preserved.
v0.87.0,625a5b4dd9f82c329946d08934bed2e6da6e70de,625a5b4dd9f82c329946d08934bed2e6da6e70de,2026-06-06T14:12:34-07:00,feat: add shell dry-run classifier contracts,no,v0.87.0,Existing pre-1.0 SemVer tag preserved.
v0.88.0,97fd61609a034430e75edf69383cb16b5ce3b7dd,97fd61609a034430e75edf69383cb16b5ce3b7dd,2026-06-06T15:01:48-07:00,feat: add sandboxed echo noop command,no,v0.88.0,Existing pre-1.0 SemVer tag preserved.
v0.89.0,b1d45660e67148bad35707a6c1f729bc6c447d2c,b1d45660e67148bad35707a6c1f729bc6c447d2c,2026-06-06T15:56:06-07:00,feat: add read-only command allowlist contracts,no,v0.89.0,Existing pre-1.0 SemVer tag preserved.
v0.90.0,f8e7ad08d25b186d8a4aa38700df10d616b841ae,f8e7ad08d25b186d8a4aa38700df10d616b841ae,2026-06-06T16:46:42-07:00,feat: add shell approval gate contracts,no,v0.90.0,Existing pre-1.0 SemVer tag preserved.
v0.91.0,3d623ed138340a3263a0dde1a8aea438d5a40816,3d623ed138340a3263a0dde1a8aea438d5a40816,2026-06-06T17:43:16-07:00,feat: add sandboxed command audit replay contracts,no,v0.91.0,Existing pre-1.0 SemVer tag preserved.
v0.92.0,9d71ab56471d40ce19b4780199c3ab5b5caaf1b4,9d71ab56471d40ce19b4780199c3ab5b5caaf1b4,2026-06-06T18:42:19-07:00,feat: add mutating command proposal contracts,no,v0.92.0,Existing pre-1.0 SemVer tag preserved.
v0.93.0,398414581dd5de66d9134b5ecc939c5526ca59c8,398414581dd5de66d9134b5ecc939c5526ca59c8,2026-06-06T19:21:21-07:00,feat: add emergency stop process kill safety contracts,no,v0.93.0,Existing pre-1.0 SemVer tag preserved.
v0.94.0,5131fc60664782b55659d3f5d83ca14d9f01186c,5131fc60664782b55659d3f5d83ca14d9f01186c,2026-06-06T20:17:31-07:00,feat: add shell subprocess hardening freeze contracts,no,v0.94.0,Existing pre-1.0 SemVer tag preserved.
v0.95.0,2a1d473b8ac27e68ba1e5451a0409657c9d465fb,2a1d473b8ac27e68ba1e5451a0409657c9d465fb,2026-06-06T21:17:22-07:00,feat: add autonomous tool execution contract,no,v0.95.0,Existing pre-1.0 SemVer tag preserved.
v0.96.0,a332d921ceba24f86c8d72b1c8680ef789a7ace1,a332d921ceba24f86c8d72b1c8680ef789a7ace1,2026-06-06T22:25:34-07:00,feat: add low-risk tool autonomy single-session contract,no,v0.96.0,Existing pre-1.0 SemVer tag preserved.
v0.97.0,3cbbdabcbba854ba2c9815e03b68c94fab5cd4f0,3cbbdabcbba854ba2c9815e03b68c94fab5cd4f0,2026-06-06T23:19:00-07:00,feat: add multi-tool dry-run promotion contracts,no,v0.97.0,Existing pre-1.0 SemVer tag preserved.
v0.98.0,4040515d2b04126f05ee6edb39a5e1888a7b5e0f,4040515d2b04126f05ee6edb39a5e1888a7b5e0f,2026-06-07T00:31:06-07:00,feat: add low-risk browser click contracts,no,v0.98.0,Existing pre-1.0 SemVer tag preserved.
v0.99.0,99b18b95cde48ad77ae069462c7fd15bdb2e4264,99b18b95cde48ad77ae069462c7fd15bdb2e4264,2026-06-07T01:26:43-07:00,feat: add authless network expansion contracts,no,v0.99.0,Existing pre-1.0 SemVer tag preserved.
v1.0.0,bdd6a96c36db88a64ffc35ca17e0095651e658cf,bdd6a96c36db88a64ffc35ca17e0095651e658cf,2026-06-07T02:06:17-07:00,feat: add built-in plugin execution sandbox,no,preserve-old-tag; superseded by pre-1.0 map,Premature v1/v2 tag under repaired policy; preserve until explicit remote repair approval.
v1.1.0,0284a3d2ecf98c7c3b23f287371861c715735945,0284a3d2ecf98c7c3b23f287371861c715735945,2026-06-07T02:54:39-07:00,feat: add recurring automation contracts,no,preserve-old-tag; superseded by pre-1.0 map,Premature v1/v2 tag under repaired policy; preserve until explicit remote repair approval.
v1.2.0,f0d4a8880d18d00c83bdc51bf4100cb67be0355c,f0d4a8880d18d00c83bdc51bf4100cb67be0355c,2026-06-07T03:52:36-07:00,feat: add scoped recurring low-risk automation contracts,no,preserve-old-tag; superseded by pre-1.0 map,Premature v1/v2 tag under repaired policy; preserve until explicit remote repair approval.
v1.3.0,5a56a804263a28e4442fa3f44148e2c448801b22,5a56a804263a28e4442fa3f44148e2c448801b22,2026-06-07T04:35:40-07:00,fix: freeze autonomy v1 safety surface,no,preserve-old-tag; superseded by pre-1.0 map,Premature v1/v2 tag under repaired policy; preserve until explicit remote repair approval.
v1.4.0,a911c42dc10dd2ee884362b076f90b7fd37fa0db,a911c42dc10dd2ee884362b076f90b7fd37fa0db,2026-06-07T05:46:33-07:00,feat: add mobile permission model v1,no,preserve-old-tag; superseded by pre-1.0 map,Premature v1/v2 tag under repaired policy; preserve until explicit remote repair approval.
v1.4.1,29d6c1b8cfea599acaa069f86f666ecb9a37ce9a,29d6c1b8cfea599acaa069f86f666ecb9a37ce9a,2026-06-07T09:46:31-07:00,fix: reconcile post-M100 roadmap baseline,no,preserve-old-tag; superseded by pre-1.0 map,Premature v1/v2 tag under repaired policy; preserve until explicit remote repair approval.
v1.5.0,92c43b31fdcea525dc7547e20f0c49f1ac6b4369,92c43b31fdcea525dc7547e20f0c49f1ac6b4369,2026-06-07T12:42:56-07:00,feat: add mobile sensor contract review,no,preserve-old-tag; superseded by pre-1.0 map,Premature v1/v2 tag under repaired policy; preserve until explicit remote repair approval.
v1.6.0,87399d7f9c38a1d15b3f3b2d76e4fd06c5d6ef6d,87399d7f9c38a1d15b3f3b2d76e4fd06c5d6ef6d,2026-06-07T13:42:39-07:00,feat: add location sensor off-by-default contracts,no,preserve-old-tag; superseded by pre-1.0 map,Premature v1/v2 tag under repaired policy; preserve until explicit remote repair approval.
v1.7.0,ec24ae4623c4402bff6498925efc075182c69b1b,ec24ae4623c4402bff6498925efc075182c69b1b,2026-06-07T14:37:03-07:00,feat: add camera photos metadata-only contracts,no,preserve-old-tag; superseded by pre-1.0 map,Premature v1/v2 tag under repaired policy; preserve until explicit remote repair approval.
v1.7.1,20731b532077da10ff464ab57c2964a5b8aa95e9,20731b532077da10ff464ab57c2964a5b8aa95e9,2026-06-07T15:27:10-07:00,docs: repair post-M103 versioning roadmap,no,preserve-old-tag; superseded by pre-1.0 map,Premature v1/v2 tag under repaired policy; preserve until explicit remote repair approval.
v1.7.2,4b8ce4d479497758b170a8d4edcc8b7668e61a9b,4b8ce4d479497758b170a8d4edcc8b7668e61a9b,2026-06-07T16:22:26-07:00,docs: repair post-M103 versioning policy,no,preserve-old-tag; superseded by pre-1.0 map,Premature v1/v2 tag under repaired policy; preserve until explicit remote repair approval.
checkpoint-m104,7e919f9c09d48e0fad92977a3317c48b6bb375cf,7e919f9c09d48e0fad92977a3317c48b6bb375cf,2026-06-07T17:18:14-07:00,feat: add notification planning checkpoint,no,checkpoint-m104,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m105,d35b2c37108ba4f65b1595c0fac39c1382e45601,d35b2c37108ba4f65b1595c0fac39c1382e45601,2026-06-07T18:17:04-07:00,feat: add background task contract checkpoint,no,checkpoint-m105,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m106,a813823ea1b96d109e3c576d348d81d56097a449,a813823ea1b96d109e3c576d348d81d56097a449,2026-06-07T18:51:24-07:00,feat: add mobile background status sync checkpoint,no,checkpoint-m106,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m107,65f323c26b056053fbdc9deb0cfe8f8fc95e5766,65f323c26b056053fbdc9deb0cfe8f8fc95e5766,2026-06-07T22:34:07-07:00,feat: add mobile approval renewal ux checkpoint,no,checkpoint-m107,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m108,3522f2211e98480f6912bd367b97ed0819fdedba,3522f2211e98480f6912bd367b97ed0819fdedba,2026-06-07T23:21:27-07:00,feat: add mobile kill switch revocation checkpoint,no,checkpoint-m108,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m109,3555772f99c1ad17c47a3f0414799cf81d1713c1,3555772f99c1ad17c47a3f0414799cf81d1713c1,2026-06-08T00:07:28-07:00,feat: add mobile sensor audit ledger checkpoint,no,checkpoint-m109,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m110,06475fc92aa8a20bd12a0e577eaf9ed2b0f4042f,06475fc92aa8a20bd12a0e577eaf9ed2b0f4042f,2026-06-08T01:09:36-07:00,feat: add mobile sensor hardening freeze checkpoint,no,checkpoint-m110,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m111,0822fe9e31cd148275b3d3cf036554bf3568ce92,0822fe9e31cd148275b3d3cf036554bf3568ce92,2026-06-08T02:10:17-07:00,feat: add production threat model checkpoint,no,checkpoint-m111,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m112,c728e9e0438a7c534d94efe91e90e36e6dc0055e,c728e9e0438a7c534d94efe91e90e36e6dc0055e,2026-06-08T03:22:09-07:00,feat: add user workspace identity checkpoint,no,checkpoint-m112,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m113,6b1f9f11523446cf436835eac05b2f1d2d11b37b,6b1f9f11523446cf436835eac05b2f1d2d11b37b,2026-06-08T04:18:19-07:00,feat: add secrets boundary checkpoint,no,checkpoint-m113,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m114,47d1520bc7a5111bceb6a9dce112b58070477585,47d1520bc7a5111bceb6a9dce112b58070477585,2026-06-08T05:09:20-07:00,feat: add account connector contract review checkpoint,no,checkpoint-m114,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m115,4864d6c52e2d2badcde7759924da85e7d9be9a63,4864d6c52e2d2badcde7759924da85e7d9be9a63,2026-06-08T05:59:57-07:00,feat: add production audit retention checkpoint,no,checkpoint-m115,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m116,a83a6e408f792e3dd1047addc73b0c98d3ae683d,a83a6e408f792e3dd1047addc73b0c98d3ae683d,2026-06-08T06:59:44-07:00,feat: add role-based authority checkpoint,no,checkpoint-m116,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m117,0272dffe70d1e3c233ee5b032a03f23ab6f8eb13,0272dffe70d1e3c233ee5b032a03f23ab6f8eb13,2026-06-08T07:36:10-07:00,feat: add remote agent coordination checkpoint,no,checkpoint-m117,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m118,21c02c298261191e0c9332932f114221cb77fb87,21c02c298261191e0c9332932f114221cb77fb87,2026-06-08T08:21:21-07:00,feat: add deployment mode matrix checkpoint,no,checkpoint-m118,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m119,09f6173b43886d3c0acd4b0c54b3bf72796c3219,09f6173b43886d3c0acd4b0c54b3bf72796c3219,2026-06-08T08:51:27-07:00,feat: add production red-team harness checkpoint,no,checkpoint-m119,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m120,7cb1d3244a85312dd14f4f03899f208abf08ab58,7cb1d3244a85312dd14f4f03899f208abf08ab58,2026-06-08T09:58:15-07:00,feat: add production authority readiness checkpoint,no,checkpoint-m120,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m121,b93b2153e53f9c111254aae74680ced725f344c9,b93b2153e53f9c111254aae74680ced725f344c9,2026-06-08T13:56:13-07:00,feat: add email connector contract checkpoint,no,checkpoint-m121,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m122,25e0c2805248b383ad399d368beed08e8cf7cdc1,25e0c2805248b383ad399d368beed08e8cf7cdc1,2026-06-08T14:58:02-07:00,feat: add calendar connector contract checkpoint,no,checkpoint-m122,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m123,90ba8a699c2bb6c01c848b7b91f8bf52daf6557c,90ba8a699c2bb6c01c848b7b91f8bf52daf6557c,2026-06-08T16:04:01-07:00,feat: add contacts connector contract checkpoint,no,checkpoint-m123,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m124,0afb30f9600a3c309a58c30ed5ccdd11b1e5765e,0afb30f9600a3c309a58c30ed5ccdd11b1e5765e,2026-06-08T17:32:24-07:00,feat: add messages connector contract checkpoint,no,checkpoint-m124,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m125,f5c31c33ef8a7b978a490986ded6885140956ad9,f5c31c33ef8a7b978a490986ded6885140956ad9,2026-06-08T18:29:17-07:00,feat: add connector read-only runtime checkpoint,no,checkpoint-m125,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m126,806627866c9d3bb644d6f8a302384d738a92f62a,806627866c9d3bb644d6f8a302384d738a92f62a,2026-06-08T19:41:01-07:00,feat: add connector approval capture checkpoint,no,checkpoint-m126,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m127,42f19fe65f355a77b304c7d4f7a7eca70a051dc3,42f19fe65f355a77b304c7d4f7a7eca70a051dc3,2026-06-15T21:26:11-07:00,M127: implement connector write dry-run planner,no,checkpoint-m127,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m128,fb2bd43842e7b217757f534bb356658e466e4d72,fb2bd43842e7b217757f534bb356658e466e4d72,2026-06-15T21:59:27-07:00,M128: implement connector write execution low risk,no,checkpoint-m128,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m129,e2a8ce3bdddb8927a0722befb376b5fbb16ac666,e2a8ce3bdddb8927a0722befb376b5fbb16ac666,2026-06-15T22:29:23-07:00,M129: implement connector audit revocation hardening,no,checkpoint-m129,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m130,e286c42850e7e62547e7a72a6d92953e81073145,e286c42850e7e62547e7a72a6d92953e81073145,2026-06-15T22:58:10-07:00,M130: implement connector safety freeze,no,checkpoint-m130,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m131,d097307d1bc97192a96c30e3d80e5a449ed0def5,d097307d1bc97192a96c30e3d80e5a449ed0def5,2026-06-16T00:35:14-07:00,M131: implement autonomy mode 4 scoped work session,no,checkpoint-m131,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m132,294eb07934f099af21e76e39717888abef3c04d8,294eb07934f099af21e76e39717888abef3c04d8,2026-06-16T03:16:51-07:00,M132: implement autonomy mode 5 trusted recurring workflow,no,checkpoint-m132,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m133,160cf42d9f4792131c57264b6f239a019ba49a44,160cf42d9f4792131c57264b6f239a019ba49a44,2026-06-16T08:39:06-07:00,M133: implement long-running task supervisor,no,checkpoint-m133,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m134,c03b027f6af9dd3dbb9d348b99dc4ac9dd416d25,c03b027f6af9dd3dbb9d348b99dc4ac9dd416d25,2026-06-16T09:11:01-07:00,M134: implement human checkpoint scheduling,no,checkpoint-m134,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m135,4275ba9dc6fa89cff0e10366da8e9741c31dac5a,4275ba9dc6fa89cff0e10366da8e9741c31dac5a,2026-06-16T09:45:40-07:00,M135: implement autonomous recovery planner,no,checkpoint-m135,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m136,7067c4fdc99cce0ef22c778e1a7714fc7a77c826,7067c4fdc99cce0ef22c778e1a7714fc7a77c826,2026-06-16T10:16:57-07:00,M136: implement cross-tool dependency execution,no,checkpoint-m136,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m137,e01837ced07877dd576d3f571a6e1a34a7918203,e01837ced07877dd576d3f571a6e1a34a7918203,2026-06-16T11:06:21-07:00,M137: implement autonomous browser connector combined workflows,no,checkpoint-m137,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m138,c1a2b8afa3ceaacb143902ef217bf00d2ad0a845,c1a2b8afa3ceaacb143902ef217bf00d2ad0a845,2026-06-16T11:50:21-07:00,M138: implement autonomous error handling guardrails,no,checkpoint-m138,Preserve checkpoint tag; not a project SemVer release.
